,Unnamed: 0,headline,hyperlink,published,query,source,content
618,618,U.S. authorities seize accounts of major Bitcoin operator,https://www.reuters.com/article/idUSBRE94G0LS20130517,"May 17, 2013 12:34pm EDT","['bitcoin', '', '']",reuters,"ST. LOUIS, May 17 (Thomson Reuters Accelus) - U.S. authorities have seized two accounts linked to a major operator in the booming Bitcoin digital currency market, Tokyo-based exchange Mt. Gox. The move may prevent the firm from facilitating the purchase and sale of Bitcoins in U.S. dollars at a time when use of the currency and its value has mushroomed.  Bitcoin, which unlike conventional money is bought and sold on a peer-to-peer network independent of any central authority, has grown popular among users who lack faith in the established banking system.  The price of the volatile currency ballooned in March as a result of the Cyprus bank crisis. Authorities worry that a lack of regulation has left the currency vulnerable to money launderers and other criminals.  A seizure warrant obtained Tuesday by the Department of Homeland Security froze an account that an Iowa-based online payment processor, Dwolla Inc, held at Veridian Credit Union in the name of Mutum Sigillum LLC.  An affidavit filed by an agent with the department’s investigations unit states that Mutum Sigillum, a Mt. Gox subsidiary incorporated in Delaware, was operating as an unlicensed money transmitter, in violation of federal law.  Treasury’s anti-money laundering unit, the Financial Crimes Enforcement Network (FinCEN), in March issued guidance that dubbed digital currency exchanges money transmitters, a finding that obliged such businesses to register with FinCEN and obtain any mandated state licenses.  A search of FinCEN’s online registration database Friday morning suggested that neither Mt. Gox nor Mutum Sigillum had registered. The affidavit cited Mutum Sigillum’s failure to register with FinCEN as sufficient grounds to seize its accounts.  Both Mutum Sigillum and Mt. Gox, which says it handles 80 percent of Bitcoin trading, are owned by Mark Karpeles, the affidavit states. It adds that Karpeles opened an account in Mutum Sigillum’s name at Wells Fargo in May 2011, and that when doing so completed a form in which he said it was not a money transmitter.  Karpeles did not immediately respond to a request for comment. Nor did Dwolla.  The Wells Fargo account was seized earlier this month as part of the same investigation that prompted the seizure of Mutum Sigillum’s Dwolla account at Veridian Credit Union, the affidavit states.  It also notes that those wishing to use U.S. dollars to buy Bitcoins deposited money with Dwolla and directed that it be forwarded to Mt. Gox. When people wanted to cash out, Mt. Gox wired funds from an account at Sumitomo Mitsui Bank in Japan to the Wells Fargo account and U.S. dollars were sent to Dwolla.  An Homeland Security department informant based in Maryland engaged in such transactions, the affidavit states, presenting the informant’s Bitcoin exchanges as evidence of Mutum Sigillum’s purported status as a money transfer firm.  The seizure of the Mt. Gox-linked accounts may threaten the exchange’s ability to do business in U.S. dollars. The impact on the overall Bitcoin market is unclear.  Some Mt. Gox customers have already taken to message boards to express concern about their ability to buy Bitcoins with U.S. dollars or liquidate existing investments. One user posting on a Bitcoin question and answer site suggested this problem was a grave one for the currency and Mt. Gox.  “Most of the trading volume is in dollars at Gox if I’m not mistaken, so this might be the death blow for them,” the user’s post stated.  Thomson Reuters’ Compliance Complete reported last month that Karpeles said all of Mt. Gox’s U.S.-dollar activity was accomplished via a Dwolla account.  When Compliance Complete asked at the time whether Mt. Gox had registered with FinCEN in the wake of the March guidance, Karpeles said that it had not, but that it planned to do so. He added that Mt. Gox and Dwolla were “discussing compliance issues on a regular basis.”  A spokeswoman for Homeland Security declined to comment on whether the agency, or any foreign law enforcement agency with which it may be cooperating, plan to seize any other accounts linked to Karpeles, Mt. Gox, or other Bitcoin exchanges.  (This article was produced by the Compliance Complete service of Thomson Reuters Accelus. Compliance Complete (bit.ly/16Ebxub) provides a single source for regulatory news, analysis, rules and developments, with global coverage of more than 230 regulators and exchanges. Follow Accelus compliance news on Twitter: @GRC_Accelus)  Editing by Randall Mikkelsen and Phil Berlowitz"
619,619,French finance minister calls for bitcoin regulation debate at G20,https://www.reuters.com/article/idUSKBN1EB0SZ,"December 17, 2017 03:48pm EST","['bitcoin', '', '']",reuters,"PARIS (Reuters) - France will propose that the G20 group of major economies discuss regulation of the bitcoin virtual currency next year, Finance Minister Bruno Le Maire said on Sunday.  “I am going to propose to the next G20 president, Argentina, that at the G20 summit in April we have a discussion all together on the question of bitcoin,” Le Maire told French news channel LCI.  “There is evidently a risk of speculation. We need to consider and examine this and see how (...) with all the other G20 members we can regulate bitcoin.”  Bitcoin’s prices have risen more than 1,700 percent since the start of the year, triggering worries that the market is a bubble that could burst in spectacular fashion.  European Union states and legislators agreed on Friday on stricter rules to prevent money laundering and terrorism financing on exchange platforms for bitcoin and other virtual currencies.  Reporting by Gus Trompiz and Caroline Pailliez, editing by David Evans"
620,620,Russia to regulate Bitcoin market: finance minister,https://www.reuters.com/article/idUSL8N1LP3WQ,"September 08, 2017 10:43am EDT","['bitcoin', '', '']",reuters,"MOSCOW (Reuters) - Russia’s finance ministry wants to regulate the circulation of crypto-currencies involving Russian citizens and firms, Finance Minister Anton Siluanov said on Friday.  Russian financial authorities initially treated any sort of money issued by non-state approved institutions as illegal but later accepted the globally booming market of crypto-currencies.  “The state understands indeed that crypto-currencies are real. There is no sense in banning them, there is a need to regulate them,” Siluanov said.  By the end of this year, the finance ministry will finish working on a law that would define a procedure for buying crypto-currencies, which would also include registration of those willing to buy the virtual money, Siluanov said.  Buying of crypto-currencies should be similar to buying securities, such as treasury bonds for households launched by the finance ministry this year, Siluanov said.  He did not explain what the criteria would be for establishing which crypto-currency transactions would be subject to Russian regulations.  Speaking at a financial forum in central Moscow, Siluanov warned that investments in volatile crypto-currencies are risky and insecure. Previously the Russian central bank said such currencies were used in illegal operations, such as money laundering, and promised to crack down on the instrument.  Bitcoin, the most well-known virtual currency that emerged in mid-2010, is increasingly popular worldwide and in Russia as it promises substantial profits. One bitcoin last traded at around $4,460 BTC=BTSP, up from its initial price of less than $1.   Siluanov said investors should be aware of risks related to virtual currencies. He said his ministry’s task was to  “make investments into such instruments regulated.... We must make an organized market out of the black market.”  Reporting by Andrey Ostroukh"
621,621,French finance minister calls for bitcoin regulation debate at G20,https://www.reuters.com/article/idUSKBN1EB0SZ,"December 17, 2017 03:48pm EST","['bitcoin', '', '']",reuters,"PARIS (Reuters) - France will propose that the G20 group of major economies discuss regulation of the bitcoin virtual currency next year, Finance Minister Bruno Le Maire said on Sunday.  “I am going to propose to the next G20 president, Argentina, that at the G20 summit in April we have a discussion all together on the question of bitcoin,” Le Maire told French news channel LCI.  “There is evidently a risk of speculation. We need to consider and examine this and see how (...) with all the other G20 members we can regulate bitcoin.”  Bitcoin’s prices have risen more than 1,700 percent since the start of the year, triggering worries that the market is a bubble that could burst in spectacular fashion.  European Union states and legislators agreed on Friday on stricter rules to prevent money laundering and terrorism financing on exchange platforms for bitcoin and other virtual currencies.  Reporting by Gus Trompiz and Caroline Pailliez, editing by David Evans"
622,622,French finance minister calls for bitcoin regulation debate at G20,https://www.reuters.com/article/idUSKBN1EB0SX,"December 17, 2017 03:47pm EST","['bitcoin', '', '']",reuters,"PARIS (Reuters) - France will propose that the G20 group of major economies discuss regulation of the bitcoin virtual currency next year, Finance Minister Bruno Le Maire said on Sunday.  “I am going to propose to the next G20 president, Argentina, that at the G20 summit in April we have a discussion all together on the question of bitcoin,” Le Maire told French news channel LCI.  “There is evidently a risk of speculation. We need to consider and examine this and see how (...) with all the other G20 members we can regulate bitcoin.”  Bitcoin’s prices have risen more than 1,700 percent since the start of the year, triggering worries that the market is a bubble that could burst in spectacular fashion.  European Union states and legislators agreed on Friday on stricter rules to prevent money laundering and terrorism financing on exchange platforms for bitcoin and other virtual currencies.  Reporting by Gus Trompiz and Caroline Pailliez, editing by David Evans"
623,623,French fin min calls for bitcoin regulation debate at G20,https://www.reuters.com/article/idUSL8N1OH0P6,"December 17, 2017 03:45pm EST","['bitcoin', '', '']",reuters,"PARIS (Reuters) - France will propose that the G20 group of major economies discuss regulation of the bitcoin virtual currency next year, Finance Minister Bruno Le Maire said on Sunday.  “I am going to propose to the next G20 president, Argentina, that at the G20 summit in April we have a discussion all together on the question of bitcoin,” Le Maire told French news channel LCI.  “There is evidently a risk of speculation. We need to consider and examine this and see how (...) with all the other G20 members we can regulate bitcoin.”  Bitcoin’s prices have risen more than 1,700 percent since the start of the year, triggering worries that the market is a bubble that could burst in spectacular fashion.  European Union states and legislators agreed on Friday on stricter rules to prevent money laundering and terrorism financing on exchange platforms for bitcoin and other virtual currencies.  Reporting by Gus Trompiz and Caroline Pailliez, editing by David Evans"
624,624,Betting on blockchain: firms seek fortune in bitcoin's plumbing,https://www.reuters.com/article/idUSKCN0PW1RT20150722,"July 22, 2015 11:17am EDT","['bitcoin', '', '']",reuters,"LONDON (Reuters) - A year ago, bitcoin was widely dismissed as little more than a way for drug-dealers and terrorists to move money around anonymously. Now, some of the world’s biggest banks and companies are buying into the technology behind it.    Underlying the controversial web-based “cryptocurrency” is the blockchain - a massive ledger of every bitcoin transaction ever made that is verified and shared by a global network of computers.  But the data that can be secured by the blockchain is not restricted to bitcoin transactions. Any two parties could use it to exchange other information, including stock deals, legal contracts and property records, within minutes and with no need for a third party to verify it.  Backers say it could cut out the middleman and help fight corruption, as the process by which the data is secured makes it virtually impossible to tamper with. Banks reckon it could save them money by making their operations faster, more efficient and more transparent.  But these are early days - bitcoin was invented just six years ago - and the blockchain is still being experimented with. As is often the case with new technology, as when Apple released the iPad, it is not clear what problem it solves.   Peter Kirby, CEO of Texas blockchain-focused start-up Factom, likened the technology’s stage of development to that of the internet in the early 1990s, when it was seen as little more than a way to send emails.   “Here we are again in the email for the internet era, and everyone’s like, ‘Oh, it’s all about moving money through the world.’ No. It’s about a giant distributed ledger that you can write anything to and never unwrite it.”   Factom is using the blockchain to build a permanent and secure land title record in Honduras, one of the poorest countries in Latin America, where land-grabbing and corruption are rife.    Every 10 minutes, a “block” of bitcoin transactions is verified by thousands of computers, mainly in places where the substantial energy needed to power them is cheap, such as China and Iceland. That block of data is then layered on top of the previous one to form a “chain”.   Because the ledger thus created is shared by all of them, if anyone wants to go back and change any of the data, they would have to change every single copy of it, making the blockchain all but tamper-proof.   That also solves the problem of money being spent more than once, something that has plagued earlier attempts to create digital currencies. This is an advance that makes the blockchain a “key technological innovation”, according to the Bank of England, which has a dedicated team looking into the technology.   In June, U.S. exchange operator Nasdaq (NDAQ.O) said it was exploring new ways for shares to be issued and transferred, while Reuters disclosed earlier this year that IBM was looking at creating a digital cash and payment system using the blockchain.  In recent months, major banks such as UBS, Barclays, ING, Goldman Sachs and BNY Mellon have announced ventures into blockchain technology.  The potential for transactions to be settled in minutes, rather than days, with fraud or hacking almost impossible, is drawing banks in. That, and the desire not to be left behind.   “We’d rather disrupt ourselves before somebody else does,” said ING’s global head of transaction services, Mark Buitenhek.    “Our approach ... is just to start doing it, and in a year’s time, we’ll see,” he said. “If it takes off, it takes off, and if it doesn’t, it doesn’t.”  With banks under increased regulatory scrutiny, the ability to prove via an immutable record that their trillions of dollars of daily transactions have been carried out in clients’ best interests, not just their own, could prove invaluable.  “The spin-offs from bitcoin are limitless,” said Adam Vaziri, a board member of the UK Digital Currency Association. “Using the blockchain (will) avoid any manipulation of records.”  Reporting by Jemima Kelly; Editing by Giles Elgood"
625,625,EU banking watchdog warns of risks from Bitcoin,https://www.reuters.com/article/idUSBRE9BC00820131213,"December 13, 2013 01:51pm EST","['bitcoin', '', '']",reuters,"LONDON (Reuters) - People using Bitcoins are on their own when it comes to losses, the European Union’s banking watchdog said on Friday in a formal warning to consumers on the risks of using unregulated online currencies.  The European Banking Authority said there was no protection or compensation for people whose “digital wallets” are hacked, a transfer of virtual money goes wrong or a platform is shut.  The warning follows similar announcements from the Bank of France and the Chinese central bank.  The EBA stopped short of telling consumers not to use online currency markets but said if they end up out of pocket there won’t be a safety net like the compensation given to deposit holders when a mainstream EU bank goes bust.  “Currently, no specific regulatory protections exist in the EU that would protect consumers from financial losses if a platform that exchanges or holds virtual currencies fails or goes out of business,” EBA said in a statement.  Bitcoin is not backed by any central bank or government, or by physical assets. Its value depends on people’s confidence in the currency.  It has been gaining acceptance by the general public and investment community but has yet to become an accepted form of payment on websites of major retailers such as Amazon.com (AMZN.O).  “Cases have been reported of consumers losing significant amounts of virtual currency, with little prospect of having it returned. Also, when using virtual currency for commercial transactions, consumers are not protected by any refund rights under EU law,” said the EBA.  The watchdog has been studying virtual currencies for three months and is still considering whether they can or ought to be regulated. It has powers to ban them, though questions remain over how this could be done in practice.  There are about 100 virtual currencies, with new ones appearing every week. Bitcoin is by far the best known.  The price of the bitcoin rose above $1,000 last month for the first time, extending a 400 percent surge in less than a month and fuelling concerns of a bubble.  EU regulatory officials doubt such published estimates as the currency and the platforms that trade it are not regulated.  Some platforms have been closed down amid concerns there could be a risk of money laundering, leaving those who held money on them nursing temporary or permanent losses.  The EBA said there could also be potential tax liabilities for users of virtual currencies.  Editing by Tom Pfeiffer"
626,626,UPDATE 1-U.S. Senate panel to discuss bitcoin with markets regulators -source,https://www.reuters.com/article/idUSL1N1P601N,"January 10, 2018 08:30pm EST","['bitcoin', '', '']",reuters,"WASHINGTON (Reuters) - The U.S. Senate’s financial services panel will hold a hearing next month with the country’s top markets regulators to discuss bitcoin amid rising concerns over the risks cryptocurrencies pose to the financial system, a person with direct knowledge of the matter told Reuters.  The Senate Banking Committee will take testimony from Commodity Futures Trading Commission Chairman Christopher Giancarlo and Securities and Exchange Commission Chairman Jay Clayton in early February, the source said.  Concerns about a bubble in the bitcoin market have heightened since the currency soared to record highs of more than $19,000 in December - only to then slump more than 28 percent. On Wednesday, bitcoin was trading at $14,676, according to prices compiled by the Luxembourg-based Bitstamp exchange.  The emerging asset class has created a divide among Wall Street and central bankers alike over whether it is a legitimate  and sustainable financial instrument.   The SEC and the CFTC have been increasing their jurisdiction over the cryptocurrency market, which has no overriding U.S. federal regulator. Both watchdogs have warned of the considerable risks posed by the volatile currency and have said they may not be able to protect investors from cryptocurrency fraudsters.   The CFTC last month allowed CME Group Inc and CBOE Global Markets Inc to list bitcoin futures contracts, but this month said it would review its process for listing digital currency futures following criticism from market participants.  Five fund managers this week shelved plans to launch exchange-traded funds based on bitcoin futures, citing concerns from the SEC regarding the liquidity of the underlying futures market.  Reporting by Michelle Price; Editing by Leslie Adler; Editing by Sandra Maler and Leslie Adler"
627,627,"Bitcoin extends losses, slips below $14,000 on Bitstamp exchange",https://www.reuters.com/article/idUST9N1J602F,"December 21, 2017 10:18pm EST","['bitcoin', '', '']",reuters,"TOKYO, Dec 22 (Reuters) - Bitcoin fell more than 10 percent to below $14,000 on the Bitstamp exchange on Friday, extending overnight losses.  It was last down 11 percent at $13,872.  The cryptocurrency, which was at about $1,000 at the year’s start, had climbed to a record high of $19,666 on Sunday in lead up to exchange giant CME Group’s launch of bitcoin futures before losing steam.  Bitcoin is known to go through wild swings. In November, it tumbled almost 30 percent in four days from $7,888 to $5,555. In September, it fell 40 percent from $4,979 to $2,972. (Reporting by the Tokyo markets team; Editing by Sam Holmes)"
628,628,Chinese bitcoin exchange BTCChina stops accepting deposits,https://www.reuters.com/article/idUSB9N1A9054,"September 26, 2017 11:38pm EDT","['bitcoin', '', '']",reuters,"SHANGHAI (Reuters) - Chinese bitcoin exchange BTCChina said that it will stop accepting yuan and digital asset deposits on Wednesday as it prepares to wind down its mainland-based trading platform at the end of September.   The company said in a statement on its website that the halt on deposits would take effect at 0400 GMT. It also repeated that it would shut down its exchange businesses on Sept. 30, an announcement that it first made two weeks ago, and will also halt yuan and digital asset withdrawals at 0400 GMT on Oct. 31.   “All customers will be able to withdraw all their funds from our exchanges within 72 hours,” said BTCChina, which is one of China’s largest exchanges.   BTCChina and other crytocurrency exchanges have announced that they will shut down their mainland trading platforms amid a crackdwown by regulators who are concerned that Chinese investors are speculatively piling into such digital tokens.   Reporting by Brenda Goh; Editing by Simon Cameron-Moore"
629,629,Big money stays away from booming bitcoin,https://www.reuters.com/article/idUSKBN1CS0EB,"October 23, 2017 12:10pm EDT","['bitcoin', '', '']",reuters,"LONDON (Reuters) - Bitcoin is booming, digital currency hedge funds are sprouting at the rate of two a week and the value of all cryptocurrencies has surged tenfold this year to more than $170 billion.  Yet for all the hype, mainstream institutional investors are steering clear of the nascent market, taking the view that it is too lightly regulated, too volatile and too illiquid to risk investing other people’s money in.  Bitcoin, the biggest and most well-known cryptocurrency, has outperformed all the world’s traditional currencies each year since 2011, except for 2014. But many investors still view it as an opaque, esoteric instrument used by gun-runners and drug-dealers on the Dark Web that should be avoided.  This year, though, a flood of new hedge funds focused on cryptocurrencies has offered institutional investors who might be unfamiliar with the market a potential route into the world of digital currencies.   According to Autonomous NEXT, a financial technology research house, 84 so-called crypto hedge funds have been launched this year, taking the total to 110 with about $2.2 billion in assets altogether.  But the fact most of the funds are relatively small with a limited track record - and that cryptocurrency price swings have been so pronounced - means the world’s pension funds, insurance companies and large mutual funds are staying away.  “While cryptocurrencies are probably here to stay, they are difficult to analyze, wildly volatile and some may be prone to fraud,” said Trevor Greetham at Royal London Asset Management (RLAM), part of the Royal London life insurance company.  “Diversification is a good thing but that doesn’t mean investing in everything just because it’s there. We favor assets with a long track record in producing returns or reducing risks,” said Greetham, who heads RLAM’s multi asset team.  For a graphic on top cryptocurrencies, click tmsnrt.rs/2gWgyLc  Autonomous NEXT partner Lex Sokolin said there were probably only a couple of funds worth several hundred million dollars with most in the $5 million to $20 million range - well below the threshold most institutional investors would consider.  “For many institutional, discretionary fund managers, those funds wouldn’t get cleared because the big question would be around liquidity,” said James Butterfill, head of investment strategy at ETF Securities in London.  One way mainstream money managers could get exposure is by investing in a basket of hedge funds that includes a crypto fund. But the head of hedge funds at a major European bank that invests in more than 100 hedge funds said there were no crypto funds in his portfolio.  “It’s a very controversial proposition,” said the banker, who declined to be named. “It’s unlikely that the most established hedge funds will make big bets on this because you could put your core business at risk.”  Determining the value of bitcoin and other cryptocurrencies is tricky. There are almost 17 million bitcoins in existence now but the total supply is limited to 21 million, and that won’t be reached until the next century.  Bitcoin’s total value, or market capitalization, is close to $100 billion, bigger than U.S. investment bank Morgan Stanley. At the start of the year it was just $15 billion. Ethereum, the second-biggest cryptocurrency, is now worth almost $30 billion.  “If the supply is truly fixed then the price of these securities are determined purely by demand which, in turn, is determined largely by sentiment,” said Ken Dickson, investment director, money markets and FX at Aberdeen Standard Investments.  “This means huge price swings with bubbles, booms and busts. Unless the supply processes of these instruments are reformed then it is unlikely that they will play any part of an investment portfolio,” he said.  Bitcoin has been on a rollercoaster ride this year. After hitting what was then a record high just below $5,000 in early September it lost about a third of its value in less than two weeks. It has since almost doubled in price again, to new highs near $6,000.   Ethereum has been even more erratic. Its price surged almost 50 times from the start of the year to June, before falling back by about a fifth, according to industry website CoinDesk.   That kind of volatility means committees at institutional investment firms looking at the relative risks of asset classes are likely to rule out cryptocurrencies, asset managers said.  “Your risk-budgeting committee will say: you can’t hold a lot of that because of the amount it increases risk in your portfolio,” said Butterfill. “I do expect volatility to decrease over time but risk budget teams tend to look historically.”  For now, those investing in crypto funds are high-net worth individuals, companies managing money for wealthy families, private wealth managers and some venture capital investors.  “It’s clear there’s money piling into these funds,” said Emad Mostaque, co-chief investment officer at the London office of South African hedge fund firm Capricorn Fund Managers. “There’s just not that institutional investor comfort yet.”  Alistair Milne, co-founder of the Mayfair-based Altana Digital Currency Fund, likens investment in crypto funds to the start of the hedge fund boom in the early 1990s, when wealthy individuals were the first to invest in a raft of new funds making high returns.  “It always starts with the high-net worth individuals,” he said. “It wasn’t until 2004-2005 that institutional investors started getting involved in those.”  The new crypto hedge funds take a variety of approaches, betting on new coins issued to raise funds via so-called initial coin offerings (ICOs), price direction or differentials between rates on the many cryptocurrency exchanges.   One new fund, the London-based BitSpread, says its $25 million market-neutral fund - which trades on price differentials alone - gives major investors a way into the market without exposing them to violent price swings.   The fund is up 32 percent so far this year, having managed to exploit the kind of arbitrage possible in a young market where large price gaps exist.  “(Institutional investors) haven’t invested in this ecosystem yet because they haven’t yet found the right vehicle,” said Cedric Jeanson, BitSpread’s founder.  Reporting by Jemima Kelly and Maiya Keidan; additional reporting by Claire Milhench; editing by David Clarke"
630,630,Ebay in talks to take bitcoins at payments unit : WSJ,https://www.reuters.com/article/idUSKBN0GE2D420140814,"August 14, 2014 07:15pm EDT","['bitcoin', '', '']",reuters,"SAN FRANCISCO (Reuters) - Ebay Inc’s (EBAY.O) PayPal is in talks with Coinbase Inc and other bitcoin transaction providers to integrate the virtual currency within its Braintree payments system, The Wall Street Journal reported on Thursday.  Executives at PayPal, which owns the service that handles payments for startups from room-bookings network AirBnB to car-on-demand service Uber, have not struck any agreements, the Journal cited people familiar with the matter as saying.  A deal would be an endorsement for a crypto currency, which is gaining acceptance with a slowly growing number of businesses, including online retailer Overstock.com. But some industry executives have warned about the risks of an unregulated currency.  Ebay bought Braintree for $800 million in 2013 to boost PayPal’s mobile presence.   “We do believe that Bitcoin will play an important role in payments in the future, but we have nothing to announce,” eBay spokeswoman Jennifer Hakes said.  Reporting by Eddie Chan. Editing by Andre Grenon"
631,631,Senate panel kicks off broad look at Bitcoin,https://www.reuters.com/article/idUSBRE97C0PE20130813,"August 13, 2013 01:16pm EDT","['bitcoin', '', '']",reuters,"WASHINGTON (Reuters) - A powerful Senate Committee has started an inquiry into Bitcoin and other virtual currencies, asking a range of regulators to list what safeguards are in place to prevent criminal activity.  The Senate Committee on Homeland Security and Government Affairs in an August 12 letter to Secretary of Homeland Security Janet Napolitano also said it had started interviewing people about the risks - and promises - of virtual currencies.  Virtual currencies “can be sent nearly anonymously, leaving little or no trail for regulators or enforcement agencies,” said the letter, which was signed by the committee’s Chairman Tom Carper, a Democrat from Delaware, and ranking member Tom Coburn, an Oklahoma Republican.  “Their near anonymous and decentralized nature has also attracted criminals who value few things more than being allowed to operate in the shadows,” the senators wrote.  Identical letters were sent to the U.S. Department of Justice, the Federal Reserve, the Treasury, the Securities and Exchange Commission and the Commodity Futures Trading Commission, a spokeswoman for the committee said.  The senators had asked these agencies to list any policies or procedures in place to regulate virtual currencies, any information on how they were cooperating with other agencies and any other initiatives in the area.  The Senate committee had been interviewing “individuals inside and outside of government” on the threats and risks related to virtual currencies, the letter added.  The lawmakers’ interest comes among increased scrutiny of virtual currencies, electronic money that can be passed between parties without traditional banking or money transfer systems, of which Bitcoin is the most prominent one.  This week, a memo showed that New York’s top banking regulator Benjamin Lawsky - superintendent of the New York Department of Financial Services - is considering issuing guidelines to regulate virtual currencies.  The virtual currency industry has also been the subject of enforcement actions and other attempts to crack down on potential wrongdoing.  In May, U.S. prosecutors filed an indictment against the digital currency exchange Liberty Reserve, accusing the Costa Rica-based company of helping criminals around the world to launder more than $6 billion in illicit funds.  Tokyo-based Mt. Gox, the world’s largest exchanger of U.S. dollars with Bitcoins, had two accounts held by its U.S. subsidiary seized this year by agents from the Department of Homeland Security on the grounds that it was operating a money transmitting business without a license.  The Federal Bureau of Investigation last year reported Bitcoin was used by criminals to move money around the world, and the U.S. Treasury in March said that digital currency firms were required to stick to anti-money laundering rules.  Reporting by Douwe Miedema; editing by Karey Van Hall, G Crosse"
632,632,Bitcoin promoter pleads guilty to unlicensed money transmitting,https://www.reuters.com/article/idUSL1N0R52HP20140904,"September 04, 2014 05:08pm EDT","['bitcoin', '', '']",reuters,"NEW YORK, Sept 4 (Reuters) - Bitcoin promoter Charlie Shrem pleaded guilty on Thursday to operating an unlicensed money transmitting business, resolving U.S. charges that he helped to sell more than $1 million of the digital currency to users of the illicit online drug marketplace Silk Road.  Shrem and his accused co-conspirator, Robert Faiella, pleaded guilty at a hearing in New York federal court as part of a deal struck with prosecutors from the office of Manhattan U.S. Attorney Preet Bharara.  Reporting by Joseph Ax; Editing by Diane Craft"
633,633,Former regulator turns Bitcoin tech advocate,https://www.reuters.com/article/idUSL2N17G1UW,"April 13, 2016 04:27pm EDT","['bitcoin', '', '']",reuters,"NEW YORK, April 13 (IFR) - Former New York state financial services chief Benjamin Lawsky may have taken a harsh view of virtual currency as a regulator, but he has begun to stump for the technology behind it.  The man accused of implementing tough regulations on Bitcoins and other online currency now heads a consultancy that is acting as an adviser and media liaison for one of the sector’s major new players.  The Lawsky Group, which provides legal and strategic counsel for clients on financial regulation issues, was the press contact last week for Axoni, a blockchain technology firm.  Axoni was promoting its successful test of blockchain technology into the back office settlement process for derivatives transactions.  “We’ll be doing a broad range of financial consultancy ... and some financial technology public relations,” said Lawsky Group spokesman Matthew Anderson.  Anderson was spokesman for the Department of Financial Services, the state regulator where Lawsky was accused of slowing the development of virtual currencies.  Lawsky said last June he wanted to “put in place guard rails that protect consumers and root out illicit activity without stifling beneficial innovation”.  Though some Bitcoin proponents welcomed the safeguards, Lawsky’s about-face now that he is profiting from the technology in the private sector has miffed more than a few observers.  “I think the most interesting thing about Mr Lawsky’s newest venture is that it highlights the cozy relationship between regulators and the regulated industry,” Pamela Morgan, CEO of Third Key Solutions, told IFR.  Morgan, whose company consults for other companies that use digital currencies such as Bitcoin, called Lawsky’s new role “crony capitalism at its finest”.  Lawsky’s spokesman did not respond to two requests for further detail about his work, though others saw no problem with it.  “I think it is fantastic that he has entered the private sector and continued to support the Bitcoin/blockchain space,” said Adam Draper, CEO of Boost VC, a venture capital firm focused on blockchain and other virtual technologies.  Some suggest the addition of public relations brings out a strength that helped raise Lawsky’s profile in the first place - his ability to interact with the media.   (Reporting by Mike Kentz; Editing by Jack Doran and Marc Carnegie)"
634,634,Chinese bitcoin exchange BTCChina stops accepting deposits,https://www.reuters.com/article/idUSKCN1C208G,"September 26, 2017 11:43pm EDT","['bitcoin', '', '']",reuters,"SHANGHAI (Reuters) - Chinese bitcoin exchange BTCChina said that it will stop accepting yuan and digital asset deposits on Wednesday as it prepares to wind down its mainland-based trading platform at the end of September.   The company said in a statement on its website that the halt on deposits would take effect at 0400 GMT. It also repeated that it would shut down its exchange businesses on Sept. 30, an announcement that it first made two weeks ago, and will also halt yuan and digital asset withdrawals at 0400 GMT on Oct. 31.   “All customers will be able to withdraw all their funds from our exchanges within 72 hours,” said BTCChina, which is one of China’s largest exchanges.   BTCChina and other crytocurrency exchanges have announced that they will shut down their mainland trading platforms amid a crackdwown by regulators who are concerned that Chinese investors are speculatively piling into such digital tokens.   Reporting by Brenda Goh; Editing by Simon Cameron-Moore"
635,635,"Justice Department wary of Bitcoin, Attorney General says",https://www.reuters.com/article/idUSBREA371E320140409,"April 09, 2014 06:09am EDT","['bitcoin', '', '']",reuters,"WASHINGTON (Reuters) - The Justice Department will have to be creative in order to make sure criminals do not use virtual currencies such as Bitcoin to secretly move funds, Attorney General Eric Holder said on Tuesday.  The scrutiny at the highest levels of the Justice Department comes at a time when investors have flocked to the currencies but recent incidents have called into question their long-term viability.  Enthusiasts point to the ability to move funds cheaply, but the recent failure of Mt. Gox, a Tokyo-based exchange that filed for bankruptcy after losing an estimated $650 million worth of customer bitcoins, has raised doubts about their use.  “The department is committed to innovating alongside this new technology in order to ensure our investigations are not impeded by any improvement in criminals’ ability to move funds anonymously,” Holder told the House Judiciary Committee.  The use of electronic currencies has captured the attention of regulators who have been unsure how to react to their growing use instead of government-issued money.  Federal prosecutors have warned that the currencies are vulnerable to use for money laundering, and have charged the operators of several Bitcoin exchanges over their alleged roles in helping drug traffickers and other criminals move funds.  Agencies ranging from the New York bank regulator to the Commodity Futures Trading Commission have been studying electronic currencies to determine whether and how they should be regulated. Holder said the Justice Department is working with regulators on the issue.  “Virtual currencies can pose challenges for law enforcement given the appeal they have among those seeking to conceal illegal activity,” Holder told the House panel. “This potential must be closely considered.”  Reporting by Aruna Viswanatha; Editing by Phil Berlowitz"
